request_id,loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status,timestamp
REQ-02504,5600,36 months,15.11,194.43,C,4 years,RENT,127200.0,Source Verified,debt_consolidation,21.68,0,690,26.7,Charged Off,2026-03-05 17:00:00
REQ-02505,9100,36 months,24.67,357.83,F,,MORTGAGE,86558.0,Verified,debt_consolidation,3.57,0,644,57.37,Fully Paid,2026-03-14 20:00:00
REQ-02506,19700,36 months,16.33,671.67,D,6 years,MORTGAGE,22665.0,Not Verified,debt_consolidation,6.98,0,722,22.33,Fully Paid,2026-04-06 18:00:00
REQ-02507,22800,36 months,22.7,838.06,D,10+ years,RENT,63892.0,Verified,credit_card,26.44,0,675,35.77,Charged Off,2026-04-20 13:00:00
REQ-02508,11200,36 months,9.2,346.85,A,1 year,RENT,40883.0,Verified,debt_consolidation,18.94,0,724,72.77,Fully Paid,2026-04-02 23:00:00
REQ-02509,11700,36 months,14.31,398.8,C,10+ years,RENT,77158.0,Source Verified,debt_consolidation,15.64,1,694,50.37,Fully Paid,2026-03-15 04:00:00
REQ-02510,27700,36 months,16.46,966.48,D,< 1 year,MORTGAGE,38717.0,Verified,debt_consolidation,23.57,0,673,58.23,Fully Paid,2026-03-18 20:00:00
REQ-02511,11300,36 months,17.12,375.97,C,10+ years,MORTGAGE,22800.0,Not Verified,home_improvement,19.36,2,715,83.57,Fully Paid,2026-05-16 13:00:00
REQ-02512,17800,36 months,17.53,591.47,B,1 year,MORTGAGE,38310.0,Not Verified,debt_consolidation,18.74,0,723,87.63,Fully Paid,2026-05-24 08:00:00
REQ-02513,9000,36 months,17.19,301.9,D,10+ years,OWN,51025.0,Source Verified,debt_consolidation,15.69,0,701,39.6,Fully Paid,2026-05-10 02:00:00
REQ-02514,20200,36 months,11.11,657.6,B,4 years,MORTGAGE,89006.0,Not Verified,debt_consolidation,22.19,0,703,67.27,Fully Paid,2026-03-12 13:00:00
REQ-02515,13300,36 months,16.96,444.68,C,10+ years,OWN,171438.0,Not Verified,debt_consolidation,9.8,0,714,98.4,Charged Off,2026-05-08 21:00:00
REQ-02516,5600,36 months,21.24,200.32,E,10+ years,MORTGAGE,41333.0,Verified,credit_card,25.39,0,659,34.93,Charged Off,2026-04-30 16:00:00
REQ-02517,2000,60 months,18.01,47.59,D,5 years,OWN,53988.0,Not Verified,other,18.84,0,687,89.0,Fully Paid,2026-04-17 17:00:00
REQ-02518,16200,60 months,6.54,313.49,A,10+ years,RENT,185356.0,Source Verified,debt_consolidation,12.72,0,755,35.17,Fully Paid,2026-03-12 23:00:00
REQ-02519,18000,36 months,15.73,582.76,B,2 years,RENT,55038.0,Source Verified,credit_card,24.06,0,699,99.93,Fully Paid,2026-05-21 16:00:00
REQ-02520,5900,36 months,11.95,188.86,B,9 years,MORTGAGE,18006.0,Not Verified,debt_consolidation,23.88,0,709,47.63,Fully Paid,2026-04-09 01:00:00
REQ-02521,16400,60 months,11.58,361.34,B,9 years,RENT,32600.0,Not Verified,debt_consolidation,35.0,0,709,51.6,Fully Paid,2026-03-06 13:00:00
REQ-02522,15800,36 months,11.18,511.16,B,10+ years,MORTGAGE,182946.0,Verified,home_improvement,10.23,1,699,28.23,Fully Paid,2026-03-21 06:00:00
REQ-02523,27000,60 months,18.94,670.15,D,,RENT,72967.0,Source Verified,debt_consolidation,12.39,1,699,28.37,Charged Off,2026-04-05 10:00:00
REQ-02524,3800,36 months,12.0,126.21,C,3 years,MORTGAGE,66600.0,Not Verified,debt_consolidation,13.02,0,673,61.1,Fully Paid,2026-03-06 07:00:00
REQ-02525,15500,60 months,16.36,367.61,C,< 1 year,RENT,76031.0,Verified,debt_consolidation,16.05,0,721,30.0,Fully Paid,2026-03-23 16:00:00
REQ-02526,13000,36 months,18.15,454.8,D,4 years,RENT,36550.0,Verified,credit_card,15.36,0,690,77.33,Fully Paid,2026-04-10 02:00:00
REQ-02527,22400,36 months,12.12,687.76,B,10+ years,RENT,74385.0,Not Verified,home_improvement,9.5,0,722,84.43,Fully Paid,2026-05-20 05:00:00
REQ-02528,20100,36 months,19.25,734.25,E,6 years,MORTGAGE,41712.0,Verified,debt_consolidation,14.18,0,666,49.67,Fully Paid,2026-03-09 04:00:00
REQ-02529,6100,60 months,21.4,156.23,D,< 1 year,MORTGAGE,81025.0,Verified,debt_consolidation,10.5,0,686,47.6,Fully Paid,2026-04-13 12:00:00
REQ-02530,12900,36 months,27.87,498.48,F,10+ years,RENT,37525.0,Not Verified,credit_card,30.79,0,670,61.37,Fully Paid,2026-05-15 03:00:00
REQ-02531,19300,36 months,11.81,598.67,A,10+ years,MORTGAGE,69956.0,Not Verified,debt_consolidation,18.73,1,725,56.1,Fully Paid,2026-05-10 14:00:00
REQ-02532,5700,60 months,28.11,159.41,E,10+ years,RENT,13567.0,Not Verified,credit_card,7.39,0,673,93.93,Fully Paid,2026-05-21 12:00:00
REQ-02533,34200,36 months,7.41,1046.8,A,3 years,MORTGAGE,62867.0,Verified,debt_consolidation,9.4,0,771,33.33,Fully Paid,2026-03-19 02:00:00
REQ-02534,16400,36 months,21.57,585.28,D,10+ years,MORTGAGE,78000.0,Source Verified,debt_consolidation,15.83,0,704,43.7,Charged Off,2026-05-04 14:00:00
REQ-02535,19800,36 months,12.42,610.64,A,7 years,MORTGAGE,101365.0,Source Verified,home_improvement,27.46,0,749,99.63,Fully Paid,2026-05-22 17:00:00
REQ-02536,6800,60 months,13.76,152.16,C,6 years,MORTGAGE,61406.0,Verified,debt_consolidation,11.7,0,697,30.2,Fully Paid,2026-03-23 09:00:00
REQ-02537,14300,36 months,12.05,458.41,B,10+ years,MORTGAGE,28667.0,Source Verified,debt_consolidation,19.87,0,715,72.33,Fully Paid,2026-04-11 21:00:00
REQ-02538,7100,60 months,9.58,139.19,A,6 years,RENT,40338.0,Verified,small_business,13.8,0,738,49.6,Fully Paid,2026-04-18 17:00:00
REQ-02539,5400,36 months,17.59,187.43,E,10+ years,OWN,76235.0,Source Verified,small_business,5.17,0,685,56.33,Fully Paid,2026-04-12 22:00:00
REQ-02540,8100,36 months,14.61,273.35,C,2 years,MORTGAGE,36938.0,Verified,home_improvement,17.65,1,677,75.1,Fully Paid,2026-03-24 23:00:00
REQ-02541,11500,36 months,12.79,356.61,A,10+ years,RENT,53727.0,Source Verified,debt_consolidation,13.71,0,751,73.93,Fully Paid,2026-05-19 03:00:00
REQ-02542,15600,36 months,19.76,535.14,C,6 years,OWN,174748.0,Not Verified,debt_consolidation,11.6,1,694,85.13,Fully Paid,2026-05-20 02:00:00
REQ-02543,22700,36 months,8.9,699.87,A,2 years,RENT,27958.0,Source Verified,credit_card,6.67,0,741,68.37,Fully Paid,2026-04-04 14:00:00
REQ-02544,11100,36 months,11.47,342.58,A,1 year,RENT,72962.0,Verified,other,4.26,1,750,93.5,Fully Paid,2026-05-05 12:00:00
REQ-02545,6200,60 months,20.41,158.83,E,2 years,MORTGAGE,45008.0,Verified,home_improvement,13.53,0,642,46.77,Fully Paid,2026-04-05 05:00:00
REQ-02546,6500,36 months,21.78,232.65,D,7 years,MORTGAGE,26894.0,Source Verified,debt_consolidation,14.41,1,685,57.9,Fully Paid,2026-05-05 01:00:00
REQ-02547,10200,60 months,14.64,222.49,B,10+ years,MORTGAGE,26479.0,Verified,debt_consolidation,15.74,1,711,82.37,Charged Off,2026-04-20 08:00:00
REQ-02548,7500,36 months,14.69,249.79,C,5 years,MORTGAGE,28577.0,Source Verified,credit_card,21.18,2,695,58.73,Fully Paid,2026-04-07 12:00:00
REQ-02549,20200,36 months,11.71,663.33,B,1 year,RENT,93804.0,Not Verified,major_purchase,9.62,0,705,37.07,Fully Paid,2026-03-14 06:00:00
REQ-02550,10200,36 months,18.47,353.44,D,2 years,MORTGAGE,121035.0,Source Verified,credit_card,18.9,0,693,55.87,Fully Paid,2026-04-24 05:00:00
REQ-02551,10000,60 months,8.84,199.62,B,10+ years,MORTGAGE,60750.0,Verified,debt_consolidation,34.65,0,746,53.2,Charged Off,2026-03-25 11:00:00
REQ-02552,7800,60 months,8.34,155.7,A,10+ years,RENT,54817.0,Not Verified,debt_consolidation,35.91,0,721,80.03,Fully Paid,2026-03-20 14:00:00
REQ-02553,13400,60 months,20.57,351.82,E,5 years,MORTGAGE,198375.0,Not Verified,debt_consolidation,17.21,0,680,16.73,Charged Off,2026-03-20 12:00:00
REQ-02554,24000,36 months,11.03,725.03,A,,MORTGAGE,71225.0,Verified,debt_consolidation,12.94,0,750,46.63,Fully Paid,2026-05-21 21:00:00
REQ-02555,9800,36 months,7.4,302.15,A,9 years,MORTGAGE,120927.0,Not Verified,debt_consolidation,17.82,0,753,92.27,Fully Paid,2026-03-12 14:00:00
REQ-02556,8400,36 months,11.02,257.53,B,3 years,RENT,106600.0,Not Verified,credit_card,20.22,0,765,90.1,Fully Paid,2026-05-04 17:00:00
REQ-02557,15000,60 months,15.6,323.15,C,8 years,RENT,26996.0,Verified,debt_consolidation,21.83,0,688,31.37,Fully Paid,2026-05-12 19:00:00
REQ-02558,7800,36 months,7.58,242.92,A,,MORTGAGE,49200.0,Source Verified,debt_consolidation,25.34,0,763,48.4,Fully Paid,2026-03-05 16:00:00
REQ-02559,19400,36 months,21.09,697.37,E,< 1 year,MORTGAGE,122060.0,Verified,debt_consolidation,23.1,1,697,59.77,Charged Off,2026-04-20 22:00:00
REQ-02560,3000,60 months,10.87,60.64,A,10+ years,MORTGAGE,38062.0,Not Verified,debt_consolidation,28.18,1,745,64.2,Fully Paid,2026-04-16 07:00:00
REQ-02561,12000,36 months,10.11,376.65,A,3 years,MORTGAGE,65542.0,Verified,debt_consolidation,7.03,0,744,45.37,Fully Paid,2026-03-30 19:00:00
REQ-02562,5400,36 months,10.66,165.9,B,5 years,MORTGAGE,50833.0,Not Verified,other,8.98,0,737,73.63,Fully Paid,2026-05-02 12:00:00
REQ-02563,12800,60 months,15.03,291.44,C,1 year,MORTGAGE,34925.0,Not Verified,debt_consolidation,38.46,0,700,89.57,Fully Paid,2026-03-30 17:00:00
REQ-02564,28200,36 months,17.45,976.87,C,3 years,RENT,47838.0,Not Verified,debt_consolidation,22.07,0,700,33.93,Fully Paid,2026-04-06 15:00:00
REQ-02565,20000,60 months,8.74,388.89,A,5 years,RENT,42731.0,Verified,debt_consolidation,12.35,0,747,100.73,Fully Paid,2026-04-10 11:00:00
REQ-02566,4400,36 months,17.45,148.15,C,10+ years,RENT,77756.0,Source Verified,debt_consolidation,32.44,0,695,63.1,Charged Off,2026-05-05 13:00:00
REQ-02567,9200,60 months,16.32,208.48,D,,MORTGAGE,33056.0,Source Verified,debt_consolidation,14.26,0,696,69.07,Fully Paid,2026-04-22 11:00:00
REQ-02568,9800,36 months,14.41,327.42,C,4 years,RENT,133467.0,Not Verified,credit_card,26.68,0,719,30.97,Fully Paid,2026-04-01 04:00:00
REQ-02569,13400,36 months,25.73,499.56,E,3 years,MORTGAGE,67448.0,Not Verified,debt_consolidation,13.86,1,656,83.83,Fully Paid,2026-05-19 12:00:00
REQ-02570,13000,36 months,18.18,442.29,D,10+ years,RENT,36725.0,Not Verified,debt_consolidation,8.53,0,680,52.3,Fully Paid,2026-05-09 07:00:00
REQ-02571,12100,36 months,33.29,499.13,G,4 years,RENT,87567.0,Verified,other,12.21,0,656,66.83,Fully Paid,2026-05-22 20:00:00
REQ-02572,11400,60 months,12.07,231.53,A,5 years,RENT,55833.0,Not Verified,debt_consolidation,16.48,0,761,76.43,Fully Paid,2026-04-28 16:00:00
REQ-02573,15500,36 months,12.41,503.13,B,4 years,RENT,140342.0,Source Verified,credit_card,12.75,0,728,51.47,Fully Paid,2026-04-03 19:00:00
REQ-02574,7700,36 months,18.5,263.17,D,10+ years,MORTGAGE,48425.0,Not Verified,small_business,18.77,1,711,91.2,Fully Paid,2026-05-08 23:00:00
REQ-02575,6800,36 months,12.47,222.53,B,1 year,RENT,22406.0,Source Verified,debt_consolidation,32.59,0,701,69.4,Fully Paid,2026-03-26 18:00:00
REQ-02576,9000,36 months,17.75,317.53,D,7 years,RENT,95250.0,Not Verified,debt_consolidation,26.76,0,672,49.0,Fully Paid,2026-03-27 01:00:00
REQ-02577,21100,36 months,11.64,672.35,B,8 years,RENT,31444.0,Not Verified,debt_consolidation,7.33,0,711,64.03,Fully Paid,2026-04-12 13:00:00
REQ-02578,30300,36 months,18.56,1021.8,C,10+ years,MORTGAGE,94581.0,Verified,debt_consolidation,12.27,1,691,90.73,Fully Paid,2026-05-21 04:00:00
REQ-02579,11000,36 months,22.59,406.51,D,10+ years,RENT,118300.0,Not Verified,debt_consolidation,4.18,0,679,36.4,Fully Paid,2026-04-15 16:00:00
REQ-02580,5000,60 months,10.61,102.85,B,3 years,RENT,69667.0,Not Verified,debt_consolidation,29.74,0,710,57.07,Fully Paid,2026-04-02 18:00:00
REQ-02581,9400,36 months,16.03,319.13,C,< 1 year,RENT,83492.0,Verified,debt_consolidation,13.49,0,710,76.03,Fully Paid,2026-04-11 20:00:00
REQ-02582,12600,36 months,12.44,412.15,B,10+ years,RENT,63469.0,Source Verified,debt_consolidation,17.89,1,720,38.2,Fully Paid,2026-03-27 23:00:00
REQ-02583,30700,36 months,13.82,995.22,B,3 years,RENT,51079.0,Not Verified,credit_card,13.57,0,710,68.07,Fully Paid,2026-04-20 12:00:00
REQ-02584,7900,36 months,7.8,239.62,A,6 years,MORTGAGE,125125.0,Verified,debt_consolidation,8.21,0,744,51.47,Fully Paid,2026-04-02 05:00:00
REQ-02585,11900,36 months,12.71,382.36,B,4 years,MORTGAGE,98088.0,Source Verified,debt_consolidation,38.72,1,728,37.4,Fully Paid,2026-04-18 04:00:00
REQ-02586,9900,36 months,13.07,324.44,B,4 years,MORTGAGE,54358.0,Verified,debt_consolidation,12.07,2,705,56.27,Fully Paid,2026-03-31 13:00:00
REQ-02587,5800,36 months,18.04,205.46,D,10+ years,RENT,46875.0,Verified,debt_consolidation,16.47,0,699,63.0,Fully Paid,2026-03-29 22:00:00
REQ-02588,8700,36 months,15.4,280.32,B,10+ years,MORTGAGE,48562.0,Verified,debt_consolidation,11.47,0,714,54.73,Fully Paid,2026-05-23 15:00:00
REQ-02589,9200,36 months,16.91,318.52,C,10+ years,RENT,140067.0,Not Verified,credit_card,24.87,0,709,79.07,Charged Off,2026-04-04 22:00:00
REQ-02590,17700,60 months,10.73,382.46,B,1 year,RENT,83200.0,Not Verified,major_purchase,10.86,0,700,67.6,Fully Paid,2026-03-02 13:00:00
REQ-02591,12100,60 months,8.51,236.81,A,10+ years,OWN,90933.0,Source Verified,credit_card,16.17,0,754,40.17,Fully Paid,2026-04-03 01:00:00
REQ-02592,15800,36 months,15.68,529.93,C,< 1 year,MORTGAGE,156800.0,Source Verified,car,27.12,0,686,30.8,Fully Paid,2026-04-16 16:00:00
REQ-02593,17800,36 months,8.29,556.06,B,1 year,RENT,32900.0,Source Verified,medical,12.96,0,759,81.57,Fully Paid,2026-03-13 09:00:00
REQ-02594,13400,36 months,12.56,439.08,B,1 year,RENT,22594.0,Verified,credit_card,6.32,0,694,35.2,Fully Paid,2026-03-28 22:00:00
REQ-02595,15100,60 months,11.94,331.63,B,4 years,MORTGAGE,41321.0,Verified,car,12.3,0,704,43.87,Fully Paid,2026-03-11 11:00:00
REQ-02596,6700,36 months,25.83,258.76,E,10+ years,MORTGAGE,36750.0,Source Verified,car,8.26,0,665,50.3,Charged Off,2026-04-16 17:00:00
REQ-02597,11500,60 months,19.36,275.76,D,10+ years,MORTGAGE,32833.0,Not Verified,debt_consolidation,15.97,0,686,101.33,Fully Paid,2026-05-01 18:00:00
REQ-02598,6200,36 months,24.95,228.68,E,2 years,RENT,63594.0,Not Verified,debt_consolidation,30.91,0,668,73.23,Fully Paid,2026-05-23 06:00:00
REQ-02599,5900,36 months,9.02,182.23,A,1 year,MORTGAGE,62150.0,Verified,debt_consolidation,13.06,0,728,68.57,Fully Paid,2026-04-04 09:00:00
REQ-02600,12300,60 months,11.54,240.89,A,2 years,RENT,25888.0,Verified,debt_consolidation,26.83,0,736,92.27,Charged Off,2026-05-13 08:00:00
REQ-02601,6200,60 months,10.55,130.36,C,10+ years,RENT,70533.0,Verified,credit_card,26.46,0,725,76.73,Fully Paid,2026-03-22 23:00:00
REQ-02602,10600,36 months,13.48,336.98,B,8 years,MORTGAGE,29006.0,Not Verified,medical,26.32,0,715,88.7,Fully Paid,2026-05-04 01:00:00
REQ-02603,8600,60 months,20.2,214.66,D,10+ years,MORTGAGE,145512.0,Verified,debt_consolidation,29.85,0,692,69.7,Fully Paid,2026-04-16 10:00:00
REQ-02604,21100,60 months,10.9,411.86,A,4 years,MORTGAGE,32500.0,Verified,debt_consolidation,10.72,2,750,71.7,Fully Paid,2026-05-08 06:00:00
REQ-02605,7500,60 months,16.05,165.13,B,7 years,RENT,45744.0,Verified,debt_consolidation,12.46,0,709,49.5,Fully Paid,2026-05-04 10:00:00
REQ-02606,10500,60 months,16.94,243.99,D,10+ years,OWN,59500.0,Verified,debt_consolidation,29.8,0,695,85.3,Charged Off,2026-04-16 03:00:00
REQ-02607,13100,36 months,16.32,452.96,C,8 years,RENT,74344.0,Not Verified,debt_consolidation,11.32,0,692,71.3,Fully Paid,2026-03-27 04:00:00
REQ-02608,14800,36 months,22.07,543.03,D,3 years,RENT,239050.0,Verified,major_purchase,22.03,0,682,57.5,Charged Off,2026-04-17 06:00:00
REQ-02609,20900,60 months,18.42,485.44,C,2 years,RENT,133819.0,Source Verified,credit_card,38.37,0,717,73.1,Charged Off,2026-05-04 19:00:00
REQ-02610,5600,36 months,20.88,195.17,E,10+ years,MORTGAGE,168042.0,Verified,debt_consolidation,16.18,0,690,56.33,Charged Off,2026-05-19 22:00:00
REQ-02611,4800,36 months,14.0,151.52,B,2 years,MORTGAGE,17729.0,Verified,debt_consolidation,9.06,1,732,82.23,Fully Paid,2026-05-19 17:00:00
REQ-02612,24800,36 months,11.68,808.17,B,10+ years,MORTGAGE,129854.0,Not Verified,debt_consolidation,20.73,0,725,51.53,Charged Off,2026-03-20 11:00:00
REQ-02613,8600,36 months,12.83,274.8,B,9 years,RENT,203292.0,Verified,debt_consolidation,13.63,0,715,51.97,Fully Paid,2026-04-22 07:00:00
REQ-02614,12600,36 months,6.11,381.09,A,2 years,RENT,95958.0,Source Verified,debt_consolidation,11.39,0,743,55.87,Fully Paid,2026-03-13 00:00:00
REQ-02615,6900,60 months,20.22,168.6,E,,RENT,158750.0,Source Verified,other,17.65,0,695,73.03,Fully Paid,2026-05-02 02:00:00
REQ-02616,12400,36 months,18.02,414.94,D,3 years,RENT,69067.0,Not Verified,home_improvement,32.7,0,695,38.23,Fully Paid,2026-05-23 13:00:00
REQ-02617,9200,36 months,7.68,286.94,A,10+ years,MORTGAGE,35500.0,Source Verified,debt_consolidation,4.38,0,764,59.4,Charged Off,2026-03-03 06:00:00
REQ-02618,8200,36 months,14.64,269.0,B,2 years,MORTGAGE,47662.0,Verified,home_improvement,18.47,0,734,70.87,Fully Paid,2026-04-26 07:00:00
REQ-02619,12200,60 months,21.73,298.17,E,2 years,RENT,26208.0,Verified,credit_card,24.09,1,669,87.03,Fully Paid,2026-05-19 03:00:00
REQ-02620,8100,36 months,14.49,259.43,B,3 years,MORTGAGE,23908.0,Verified,debt_consolidation,18.41,0,714,72.37,Charged Off,2026-05-11 03:00:00
REQ-02621,27200,36 months,16.77,939.84,C,1 year,MORTGAGE,153542.0,Source Verified,debt_consolidation,9.28,0,715,62.87,Charged Off,2026-03-30 07:00:00
REQ-02622,25400,36 months,11.0,825.56,B,2 years,MORTGAGE,61590.0,Not Verified,medical,11.53,0,722,41.27,Fully Paid,2026-03-10 09:00:00
REQ-02623,5100,36 months,22.27,181.25,D,8 years,OWN,40546.0,Verified,credit_card,22.45,0,671,51.63,Fully Paid,2026-05-24 02:00:00
REQ-02624,11600,36 months,16.11,377.63,C,1 year,RENT,45325.0,Not Verified,debt_consolidation,24.98,0,713,55.73,Charged Off,2026-05-19 10:00:00
REQ-02625,7000,36 months,19.08,246.38,D,5 years,RENT,133175.0,Not Verified,debt_consolidation,15.67,1,693,67.3,Fully Paid,2026-04-17 20:00:00
REQ-02626,15600,60 months,12.08,305.82,A,2 years,MORTGAGE,14183.0,Verified,debt_consolidation,11.25,1,745,25.33,Fully Paid,2026-05-20 22:00:00
REQ-02627,23100,36 months,12.65,774.44,C,10+ years,OTHER,25000.0,Not Verified,debt_consolidation,16.69,0,702,43.5,Fully Paid,2026-03-02 06:00:00
REQ-02628,10500,36 months,30.65,429.51,G,< 1 year,MORTGAGE,144781.0,Not Verified,debt_consolidation,15.98,0,651,31.27,Fully Paid,2026-04-23 02:00:00
REQ-02629,14500,36 months,20.83,545.02,E,5 years,MORTGAGE,134100.0,Source Verified,debt_consolidation,21.59,1,676,89.9,Fully Paid,2026-03-02 04:00:00
REQ-02630,6300,60 months,17.26,139.38,D,2 years,RENT,70685.0,Not Verified,major_purchase,20.37,0,709,60.73,Fully Paid,2026-05-21 07:00:00
REQ-02631,10600,60 months,17.27,242.65,D,1 year,RENT,90333.0,Source Verified,car,28.16,0,721,65.93,Charged Off,2026-04-30 21:00:00
REQ-02632,12200,36 months,15.14,394.46,B,10+ years,MORTGAGE,69588.0,Not Verified,major_purchase,4.63,0,711,37.37,Fully Paid,2026-05-14 15:00:00
REQ-02633,15900,36 months,18.8,557.43,E,4 years,MORTGAGE,25725.0,Source Verified,debt_consolidation,17.17,0,696,62.1,Charged Off,2026-04-14 23:00:00
REQ-02634,21600,36 months,13.02,728.0,C,4 years,MORTGAGE,49700.0,Verified,debt_consolidation,38.9,0,713,49.5,Fully Paid,2026-03-07 08:00:00
REQ-02635,8900,36 months,6.38,272.29,A,8 years,MORTGAGE,50700.0,Not Verified,car,25.08,1,761,56.4,Fully Paid,2026-03-06 04:00:00
REQ-02636,18800,36 months,15.38,636.89,C,10+ years,RENT,53533.0,Source Verified,debt_consolidation,6.99,1,706,,Fully Paid,2026-03-31 18:00:00
REQ-02637,15900,36 months,17.3,538.03,C,10+ years,RENT,65167.0,Source Verified,debt_consolidation,8.12,0,717,92.33,Fully Paid,2026-04-30 01:00:00
REQ-02638,8100,36 months,10.77,262.39,B,10+ years,MORTGAGE,41419.0,Not Verified,debt_consolidation,21.03,0,700,41.67,Fully Paid,2026-03-09 18:00:00
REQ-02639,4400,36 months,18.68,149.7,C,5 years,MORTGAGE,62779.0,Not Verified,credit_card,16.62,0,714,43.97,Fully Paid,2026-05-17 11:00:00
REQ-02640,38000,60 months,11.08,808.88,B,10+ years,OWN,89317.0,Not Verified,home_improvement,5.65,0,710,72.93,Charged Off,2026-03-21 06:00:00
REQ-02641,13200,36 months,9.07,404.99,A,< 1 year,RENT,72383.0,Source Verified,credit_card,25.59,0,742,104.53,Fully Paid,2026-04-08 00:00:00
REQ-02642,10000,36 months,7.69,307.36,A,10+ years,MORTGAGE,72642.0,Source Verified,major_purchase,7.98,0,748,59.53,Fully Paid,2026-03-20 17:00:00
REQ-02643,14500,36 months,14.82,483.83,C,5 years,MORTGAGE,23560.0,Verified,medical,11.37,1,707,99.93,Charged Off,2026-04-10 18:00:00
REQ-02644,17500,36 months,15.52,589.81,C,10+ years,MORTGAGE,32877.0,Verified,other,17.83,0,687,50.83,Charged Off,2026-04-10 06:00:00
REQ-02645,23700,60 months,14.04,551.95,C,< 1 year,MORTGAGE,71300.0,Not Verified,credit_card,23.25,0,696,58.5,Fully Paid,2026-03-02 09:00:00
REQ-02646,7000,36 months,12.76,225.08,B,10+ years,RENT,99750.0,Not Verified,credit_card,17.56,0,723,53.9,Fully Paid,2026-04-19 03:00:00
REQ-02647,23900,36 months,15.19,778.95,C,2 years,OWN,57362.0,Verified,debt_consolidation,25.34,0,719,92.3,Fully Paid,2026-05-10 16:00:00
REQ-02648,9100,36 months,17.74,303.29,D,10+ years,RENT,117938.0,Not Verified,debt_consolidation,24.95,0,684,75.43,Charged Off,2026-05-24 19:00:00
REQ-02649,7800,36 months,21.94,291.63,E,< 1 year,MORTGAGE,15844.0,Not Verified,debt_consolidation,11.46,1,686,76.7,Charged Off,2026-03-29 20:00:00
REQ-02650,25000,36 months,30.8,1004.6,F,10+ years,RENT,19554.0,Not Verified,other,5.42,0,659,46.17,Fully Paid,2026-05-17 12:00:00
REQ-02651,7000,60 months,17.76,158.41,C,10+ years,MORTGAGE,28342.0,Verified,debt_consolidation,17.3,0,690,49.27,Fully Paid,2026-05-16 04:00:00
REQ-02652,9700,36 months,16.76,318.76,B,10+ years,RENT,129192.0,Source Verified,credit_card,25.54,0,721,59.53,Charged Off,2026-05-18 09:00:00
REQ-02653,14200,36 months,15.49,481.81,C,< 1 year,RENT,50783.0,Source Verified,debt_consolidation,17.83,1,681,15.07,Charged Off,2026-04-02 06:00:00
REQ-02654,11700,60 months,15.53,251.65,C,7 years,MORTGAGE,89062.0,Source Verified,debt_consolidation,31.93,0,719,71.77,Charged Off,2026-05-12 17:00:00
REQ-02655,1800,36 months,9.73,55.36,B,10+ years,MORTGAGE,41738.0,Not Verified,debt_consolidation,20.24,0,724,69.4,Fully Paid,2026-04-14 12:00:00
REQ-02656,8900,36 months,10.34,288.6,B,7 years,RENT,23400.0,Verified,home_improvement,10.14,1,714,28.4,Fully Paid,2026-03-07 19:00:00
REQ-02657,8200,36 months,16.24,283.21,C,,RENT,63562.0,Verified,debt_consolidation,10.32,1,708,45.0,Fully Paid,2026-03-28 16:00:00
REQ-02658,10500,60 months,11.39,209.85,B,3 years,MORTGAGE,45833.0,Verified,credit_card,19.77,0,756,88.43,Charged Off,2026-04-30 15:00:00
REQ-02659,8400,36 months,11.8,276.2,B,10+ years,OWN,29081.0,Verified,debt_consolidation,30.06,0,718,75.67,Charged Off,2026-03-14 03:00:00
REQ-02660,6100,36 months,28.02,244.22,G,7 years,RENT,130792.0,Source Verified,debt_consolidation,17.59,1,640,49.33,Fully Paid,2026-04-06 21:00:00
REQ-02661,5500,36 months,10.41,167.1,B,10+ years,MORTGAGE,110419.0,Not Verified,credit_card,20.15,0,762,39.5,Fully Paid,2026-05-05 13:00:00
REQ-02662,7900,60 months,14.39,183.37,C,3 years,RENT,102127.0,Source Verified,debt_consolidation,28.75,0,704,73.57,Fully Paid,2026-03-15 00:00:00
REQ-02663,27500,36 months,12.58,888.38,C,< 1 year,OWN,59035.0,Not Verified,medical,9.99,0,730,52.93,Fully Paid,2026-04-09 03:00:00
REQ-02664,21300,36 months,14.48,722.62,C,10+ years,MORTGAGE,34500.0,Source Verified,debt_consolidation,10.11,0,703,79.93,Fully Paid,2026-03-19 19:00:00
REQ-02665,18700,60 months,12.92,396.58,B,9 years,RENT,81988.0,Verified,debt_consolidation,15.01,2,718,78.7,Fully Paid,2026-04-16 05:00:00
REQ-02666,8000,60 months,8.4,159.92,A,,RENT,26929.0,Source Verified,debt_consolidation,20.16,0,741,,Fully Paid,2026-03-17 09:00:00
REQ-02667,23300,36 months,24.21,850.67,E,6 years,RENT,112619.0,Verified,small_business,20.0,0,667,71.83,Fully Paid,2026-05-23 18:00:00
REQ-02668,9300,36 months,6.77,286.18,A,10+ years,MORTGAGE,31400.0,Verified,debt_consolidation,27.75,0,737,23.5,Fully Paid,2026-03-07 07:00:00
REQ-02669,40000,36 months,26.43,1505.57,E,8 years,RENT,33917.0,Verified,debt_consolidation,21.76,0,688,85.13,Fully Paid,2026-05-22 18:00:00
REQ-02670,17100,60 months,15.08,368.22,B,5 years,OWN,98069.0,Not Verified,debt_consolidation,9.67,0,716,31.1,Fully Paid,2026-05-06 11:00:00
